Heights,Vz_closed_m26,Vz_closed_m26_4,Vz_closed_m26_8,Vz_closed_m27_2,Vz_closed_m27_6,Vz_closed_m28,Vz_closed_m28_4,Vz_closed_m28_8,Vz_closed_m29_2,Vz_closed_m29_6,Vz_closed_m30,Vz_open_m26,Vz_open_m26_4,Vz_open_m26_8,Vz_open_m27_2,Vz_open_m27_6,Vz_open_m28,Vz_open_m28_4,Vz_open_m28_8,Vz_open_m29_2,Vz_open_m29_6,Vz_open_m30
230,275.517059820918,274.785082243284,274.077921314087,273.394405066399,272.733493015012,272.093893075098,271.474624506282,270.874846244708,270.29350697632,269.729777886714,269.182951775553,470.307460055081,465.30267338524,460.175983906057,455.420288238199,450.753674889665,446.090470909099,441.626809920875,437.246561303749,432.961572391933,428.739387090409,424.706891118391
240,274.82171272541,274.094990631664,273.392900446543,272.714461114381,272.058238351673,271.423170548129,270.808417127517,270.212848126684,269.63558360616,269.075869958168,268.532870144488,467.990495923824,462.986110026064,457.882607021545,453.125840917815,448.458144689095,443.81732854626,439.352644639431,434.994125632891,430.707899606545,426.482320202574,422.4623850352
250,274.126785845519,273.405296556451,272.708449809811,272.034844647825,271.38329094514,270.752872388411,270.14245634132,269.551078671541,268.977933131465,268.422165010115,267.88294840627,465.673531792567,460.668786198653,455.588501643493,450.831095084557,446.162614488526,441.543991076714,437.073972055534,432.731191860915,428.437567964323,424.205570828753,420.207082123903
260,273.43227319665,272.716137305278,272.024342074227,271.355549436037,270.708756326526,270.082838729061,269.476735915803,268.889581885578,268.320510263718,267.768629714238,267.233180175921,463.340095398418,458.336647684613,453.279288483466,448.5202339146,443.848733603067,439.248904640641,434.777798705549,430.457165116247,426.162239981063,421.928821454933,417.943330423789
270,272.738247390128,272.027402462398,271.340570164451,270.676648132464,270.034534437161,269.41305761704,268.811283804856,268.228342295024,267.663267218803,267.115257619198,266.583615875424,461.000505970764,455.996635505007,450.962936445422,446.203178397754,441.530829812458,436.953818204568,432.480959329006,428.175862910846,423.872940427329,419.63045901318,415.666221309441
280,272.044742814953,271.339018608207,270.657164681517,269.998117180636,269.360577790603,268.743535533207,268.146124234358,267.567293127746,267.006197484494,266.462096652855,265.934182915387,458.65127057735,453.648096700647,448.63706607167,443.875060932814,439.199085091469,434.640457089716,430.162260648487,425.879742583239,421.575453072472,417.331483463991,413.382302540208
290,271.351605000273,270.650979032165,269.974198011273,269.31986469574,268.686879681535,268.074347999303,267.481166136238,266.906427816928,266.349343914107,265.809084279181,265.284868387449,456.288513235716,451.284852118303,446.297939401685,441.535166259644,436.858276674566,432.322910936517,427.843561967967,423.579170226921,419.26626184561,415.012599629394,411.08287947831
300,270.658827282562,269.963428352593,269.291523580107,268.641883957194,268.013536529709,267.405373454689,266.816402896338,266.245781008459,265.692659694764,265.156199485578,264.635665645574,453.922631510944,448.919042817371,443.954546708919,439.188904903967,434.507757728438,429.990566697908,425.504587209956,421.26043731761,416.946094379777,412.690875366555,408.777824722146
310,269.966503330181,269.276199688281,268.609134666897,267.964246231187,267.340433023407,266.736605246243,266.15185718636,265.585328430802,265.036112602816,264.503435555533,263.986602948067,451.536145375146,446.532003450262,441.592099825793,436.825623921675,432.143495895401,427.650028116558,423.162828794852,418.93964592728,414.616039522768,410.350474773329,406.455563237102
320,269.274581563642,268.58927089732,267.927069649664,267.286895934092,266.66754782805,266.068049577673,265.487535410947,264.925022945688,264.37969585541,263.850819531513,263.337630898988,449.149659239347,444.144964083153,439.229652942667,434.460283189767,429.773243380208,425.297749292189,420.803269030112,416.597764212217,412.272653901052,408.005461870203,404.128353285884
330,268.582974629793,267.902638402271,267.245349080588,266.609776440362,265.994873900041,265.399753173828,264.823371130067,264.2648577087,263.723433254483,263.198309001446,262.688736784896,446.741928299143,441.736589903981,436.843941776459,432.073050262396,427.38496078036,422.933667736322,418.437898561902,414.25575490623,409.920712365718,405.64249694696,401.782711421941
340,267.891675380714,267.216418064091,266.563872345745,265.932880673336,265.322484013229,264.731625122843,264.159357443263,263.604850764564,263.06729386886,262.545884979851,262.039913756836,444.331133389775,439.32517419807,434.457610690628,429.685817335024,424.993963394525,420.560452047679,416.056726904515,411.890170159039,407.553552456125,403.273637302319,399.432273752213
350,267.200770381043,266.530455149956,265.882632346677,265.256262317718,264.650282362245,264.06365847463,263.495503556897,262.94498818147,262.411249952544,261.89354054497,261.391169480478,441.904318252896,436.897041016659,432.051920339639,427.275874000826,422.581073262788,418.172258323749,413.667173333887,409.524585411847,405.178647000026,400.887005100071,397.062691282078
360,266.510185961775,265.844742552838,265.201657131346,264.579872075959,263.978253406401,263.395849868737,262.831819227989,262.2852304342,261.755294514099,261.241283035297,260.74247824232,439.468614606361,434.460647356738,429.641121808321,424.864104160132,420.16818313105,415.777049559525,411.263307782365,407.136030192172,402.787137757371,398.493721607004,394.68789681321
370,265.819866035091,265.159274959654,264.520957818512,263.903666326736,263.30638985346,262.728240782365,262.168249526081,261.625570465259,261.099432998246,260.589091520446,260.093825341646,437.021697763097,432.011711330841,427.214417651668,422.432449645892,417.73015977797,413.36415496834,408.848980465945,404.746169362869,400.388133616109,396.082260397478,392.293794401449
380,265.129803108316,264.474140252046,263.840455322292,263.227637732365,262.634735152878,262.060756558422,261.504787331837,260.966009817216,260.443652786982,259.936946376295,259.445203765819,434.560464494884,429.549717099335,424.778548285076,419.995537692997,415.292055031762,410.945839640421,406.421280484921,402.333643363933,397.971680208288,393.663956064328,389.893454018892
390,264.440060197535,263.789215233555,263.160142268207,262.551815422004,261.96322912017,261.393390020641,260.841427770469,260.30654862979,259.787927355261,259.28484051619,258.79660792686,432.092371295971,427.078875971681,422.329738642242,417.541053160247,412.830466845898,408.507635068793,403.981568271791,399.918913710364,395.547381524325,391.226441689245,387.474232336979
400,263.750580678499,263.104492503099,262.480027897729,261.876175277844,261.291851422255,260.726133749202,260.178189234804,259.647151024477,259.13224954476,258.632768650923,258.14802421407,429.604965608517,424.590636551708,419.868173957427,415.07837271459,410.366519129002,406.065038821181,401.528831121062,397.481228332273,393.105368407635,388.782498709209,385.047093160835
410,263.061316875416,262.419964350752,261.800136004061,261.200674608831,260.620594579627,260.059010182716,259.515023496369,258.987809774023,258.476613175241,257.980720350232,257.499440052208,427.114560602746,422.096725905539,417.396106474007,412.599877314747,407.880156338589,403.600893780176,399.063101385507,395.041016500959,390.654514394909,386.317640659335,382.602131950451
420,262.372261048453,261.735687838805,261.120395239726,260.525305881423,259.949474410455,259.391976029199,258.851923262196,258.328517454817,257.821013728907,257.328679124255,256.850848289447,424.600316733894,419.58157362422,414.90819989261,410.110779806595,405.389715008208,401.132777529652,396.584058174739,392.576918635716,388.186304334802,383.847419425095,380.146873327645
430,261.683445809333,261.051584197904,260.440798023814,259.850074355068,259.278466969676,258.725016965189,258.188881037529,257.66927530953,257.165429245428,256.676637746542,256.202241613688,422.086072865043,417.06336285287,412.411657653271,407.607026707573,402.877300405396,398.64203913562,394.091655791379,390.110589688523,385.707565156403,381.353856625769,377.675530408554
440,260.994850482844,260.367636256453,259.761336527479,259.174983876365,258.607544660365,258.058125427881,257.525898672682,257.010057634902,256.50985242548,256.024588827252,255.553598892973,419.544627833795,414.520605860541,409.89673943913,405.090840310015,400.359691458295,396.147094920836,391.584967236608,387.618757629711,383.212498189762,378.856694685211,375.190759604773
450,260.306423575181,259.683836135295,259.082045843505,258.499989049415,257.936699855327,257.391301739614,256.862953907957,256.35085582331,255.854275802825,255.372515718959,254.904916872003,417.002855941526,411.976793825682,407.374436783869,402.560512419461,397.819876027173,393.629086815097,389.06521349376,385.125252606899,380.704470523691,376.332990962789,372.692369823294
460,259.618157164805,259.000206047323,258.402864059875,257.825082186983,257.265928649302,256.724531778613,256.20003360898,255.691662333739,255.198686644694,254.720409509474,254.256189042771,414.435914616953,409.405714906275,404.831812916119,400.016540915465,395.274400960464,391.105933328478,386.529465349485,382.604693055793,378.181862858394,373.805968806575,370.176617388514
470,258.93005453962,258.316717367152,257.723781206795,257.150255398236,256.595230918324,256.0577953091,255.537130161908,255.032467437014,254.543071820487,254.068264458153,253.60740798483,411.865899595707,406.834635986868,402.282390933487,397.458246273671,392.705759167282,388.559954531165,383.981656796214,380.081292831057,375.643065123916,371.252841112584,367.650491502265
480,258.242133161705,257.633339113222,257.04478933079,256.475518987411,255.924576148272,255.391084646739,254.874235538139,254.373255928457,253.887425475764,253.416073066936,252.958559143628,409.27209270257,404.234780564351,399.711341910368,394.885767853424,390.131693769013,386.00713230542,381.415354934194,377.53257121215,373.092207971077,368.693298395491,365.10220628103
490,257.554334259916,256.950063274559,256.365893858026,255.800839060547,255.253956587112,254.724391940888,254.21133541338,253.71402059337,253.2317400358,252.763825413684,252.309617722723,406.673092926047,401.634635871822,397.133363578656,392.29803466624,387.532718484226,383.432455998614,378.838762156147,374.977746614056,370.521075185409,366.111094150961,362.547629775254
500,256.866649771936,256.266886049725,255.687076890643,255.126204212873,254.583364311473,254.057706940469,253.548419547377,253.054753781532,252.576007788054,252.111490530356,251.660592879102,404.050971343853,399.005574400743,394.533143146876,389.696300649536,384.929311548516,380.84842221676,376.240327259089,372.400130691078,367.941233519292,363.517366273052,359.96517352999
510,256.179071425476,255.583814805828,255.008315364283,254.451606451008,253.912792037851,253.391014925052,252.885480215848,252.395447701914,251.920198781337,251.45907873107,251.011477083801,401.422217328759,396.375592115945,391.925088091255,387.077571928537,382.298408567138,378.244294451611,373.634193577772,369.812265520399,365.336111751268,360.905319867744,357.455093724086
520,255.491612941993,254.900809880192,254.329601218851,253.777039039285,253.242223924358,252.724307867906,252.222509550343,251.736079910209,251.264317636031,250.80658240923,250.362262686695,398.770246671263,393.715752860396,389.294921895265,384.445805406555,379.664821172904,375.627417346211,371.001955412785,367.204995645349,362.725790765554,358.562139740762,355.348197134573
530,254.80424221825,254.217863149985,253.650926225461,253.102490277219,252.571649626302,252.0575778245,251.559491897477,251.076643495073,250.60835874226,250.15399383501,249.7129267839,396.110939655939,391.054941904306,386.655180725547,381.794433180289,377.000362651398,372.99305566828,368.365288319669,364.582380820962,360.085663375322,356.417404465994,353.252393456111
540,254.116941049339,253.534966317164,252.972286353988,252.427944642911,251.901061124742,251.390814826726,250.896410543287,250.417136468119,249.952314290874,249.501298073655,249.063448120732,393.427494412086,388.36284984906,383.99426487059,379.131827570564,374.332214511475,370.341608472009,365.697686735469,361.944668541655,357.553510846317,354.296432124676,351.175078400194
550,253.429701072041,252.852115469077,252.293660416161,251.753394045062,251.230450259334,250.723994890922,250.233266095005,249.757550941413,249.296176354702,248.8484607203,248.413841239794,390.736804843449,385.668696431895,381.321133060532,376.446066626894,371.635984767183,367.676200458531,363.024425049035,359.285495776845,355.399919575575,352.182400328728,349.115878760635
560,252.742514410224,252.169295073575,251.615039235209,251.078830246711,250.559796205452,250.057119779301,249.570050586632,249.097878906633,248.639900564981,248.195501137233,247.764098384764,388.020162038425,382.944268732136,378.628632582783,373.751784134747,368.931415986492,364.988354864159,360.324834659557,356.616522355015,353.259978150606,350.098117929582,347.068068456201
570,252.055379875809,251.486489660126,250.936414499555,250.404239549638,249.889092990303,249.390181448748,248.906755929144,248.438087341157,247.983507836944,247.542411488323,247.114211692327,385.297227960018,380.214935999433,375.920303847669,371.029785250003,366.202541268844,362.29105656638,357.808821406912,354.399260232196,351.137314015269,348.021765758857,345.045800289188
580,251.368271078778,250.803690845035,250.257777392541,249.729606329369,249.218334819605,248.723171730173,248.243360191519,247.778177597475,247.326991286202,246.889183828715,246.464161165948,382.545560290619,377.457273696392,373.195351084157,368.302955229069,363.4595798983,359.564875649757,355.603230874743,352.240015989844,349.035622353165,345.967569559375,343.031547422433
590,250.681179566394,250.120890099958,249.579107520317,249.054926860967,248.54751344508,248.056079187464,247.579845928393,247.118150626477,246.67034288633,246.235809161444,245.813910110824,379.789485623912,374.690812395256,370.449910208707,365.54275783492,360.697151687422,356.877812546097,353.416686222753,350.108572817777,346.943812828319,343.929185229801,341.042113320263
600,249.99409673583,249.438073589924,248.900400574317,248.380192818114,247.876620497016,247.388869047185,246.916221403899,246.457998320241,246.013554505713,245.582231345332,245.16348601726,377.000854017401,371.898980414652,367.691603059037,362.776676556562,358.238591938618,354.660563862069,351.24346987129,347.988707954534,344.880724895773,341.904841222673,339.065240520618
610,249.307013259786,248.755227958891,248.221648151675,247.705395749725,247.205625469229,246.721556001355,246.252478428827,245.797712463687,245.356581559388,244.928485971925,244.51288090731,374.208242129888,369.093320764613,364.907018122424,359.981999272286,355.9749349171,352.453533239782,349.096897323424,345.888757179014,342.826004985817,339.904516207286,337.104510448929
620,248.619912378961,248.072346441901,247.54284172103,247.030517745045,246.534528863012,246.054131779844,245.588608704626,245.137263245373,244.699436329154,244.274564981276,243.86208670485,371.383052267733,366.266345946983,362.114418193569,357.375927861028,353.739140244251,350.269419346282,346.958552408028,343.808587335196,340.795244480765,337.913030082638,335.16489310986
630,247.932785721418,247.389420428771,246.863972630215,246.355538213215,245.863328766793,245.386588000762,244.924597299995,244.476636255167,244.042121205665,243.620460213729,243.211095239261,368.5502399551,363.419288809556,359.288532132394,355.098049957626,351.511215449331,348.103545396908,344.849789732894,341.739888168349,338.779602829698,335.947352483533,333.234438315107
640,247.245624600031,246.706441184727,246.185007937019,245.680463309527,245.192016715646,244.718916175861,244.260403121697,243.815845437621,243.384627945387,242.966163413684,242.559851903875,365.688997562073,360.556157804582,356.539105670124,352.840476297135,349.315389753838,345.952455029112,342.752264375336,339.699514299151,336.778853448289,333.994057160077,331.329820650795
650,246.558420198845,246.023389640157,245.505954714799,245.005284486521,244.520584135817,244.051073881721,243.596051541959,243.154882465053,242.726948207252,242.31163651172,241.908378169887,362.813701394117,358.07750540975,354.246008711818,350.597362638867,347.129845272164,343.828092339714,340.675343241069,337.668349362137,334.802152841558,332.057057505269,329.436465099355
660,245.871163580697,245.340249714397,244.826806064946,244.329993085172,243.849006570674,243.383072751928,242.931534148769,242.493738910504,242.069061291831,241.656870199237,241.256678187504,359.915354262726,355.73159501216,351.966178869211,348.382804137875,344.967758823777,341.712919882817,338.618689890455,335.661060592562,332.835028657664,330.141626498005,327.559156619376
670,245.183824700715,244.657023333154,244.147553243614,243.654580340112,243.177263154125,242.714912529256,242.266842428939,241.832406251286,241.410925613854,241.001882535127,240.604743656787,357.32260718315,353.420537615106,349.708700394863,346.1771986137,342.824909685462,339.62705603907,336.573222940984,333.669826368116,330.892917978247,328.235987061237,325.702428142714
680,244.496407515798,243.973701668469,243.468187397823,242.97899931081,242.505367764573,242.046584614037,241.60196777175,241.170827012,240.752573795882,240.34666513352,239.95256618696,354.958253640362,351.117950070915,347.473166984683,344.003243299432,340.696271806021,337.553860465795,334.557297568576,331.692546673794,328.964554963966,326.354774939281,323.85557052489
690,243.808904442685,243.290275780156,242.788682034575,242.303272242708,241.833311715744,241.378080307108,240.936874187598,240.509031356764,240.093997365522,239.69120951633,239.300137298627,352.623468030845,348.845037965951,345.251178625487,341.841552086956,338.596190366938,335.50000019761,332.551327106871,329.740890301969,327.050964496887,324.486565633175,322.03120515252
700,243.121306454657,242.606736620884,242.109022336875,241.627391969393,241.161086219717,240.709385427713,240.271551608894,239.847016545368,239.435187756668,239.035507115515,238.647387836907,350.297592787733,346.588068491621,343.060313750778,339.701723077021,336.506167422886,333.468581549406,330.567304717794,327.799442690578,325.160850064674,322.632388337983,320.22034174233
710,242.433604414687,241.923040328153,241.429217331709,240.951349614003,240.488682390396,240.040449230509,239.606015679217,239.184773923019,238.776136311819,238.379510576256,237.994361642452,348.008085164846,344.351469128974,340.879398952424,337.583968436858,334.443147221629,331.447650000944,328.601864352275,325.880507175304,323.281048259448,320.800978853921,318.42156035764
720,241.745776514132,241.23920538233,240.749258053238,240.275136199286,239.816058586825,239.371305855379,238.940257654473,238.522294741972,238.116818638694,237.723222254929,237.341055048766,345.729189579957,342.14045224522,338.727451423805,335.4778183136,332.395975857659,329.456195105124,326.647713871543,323.978161400915,321.42270538191,318.979858035,316.645977843989
730,241.057801409348,240.555224440028,240.069135432812,239.598735259265,239.143217628455,238.701946468383,238.274268695939,237.859570163593,237.457193427333,237.066657841556,236.687459423309,343.476843175116,339.939902913167,336.591674009833,333.403801552188,330.364962052424,327.476765906696,324.72225219659,322.087479895422,319.580459832752,317.177903945648,314.880556091739
740,240.369689078822,239.871088341122,239.388840302282,238.922102531394,238.470167128845,238.032362139138,237.608039872387,237.196538574956,236.797296735251,236.409808613365,236.033566045058,341.245222151474,337.774834895347,334.474051997262,331.340592496704,328.360206325315,325.515599925019,322.807515758115,320.223555536362,317.748982703256,315.39272865858,313.131088455255
750,239.681430271073,239.186787823495,238.708334729357,238.245267141656,237.796898065338,237.362543843013,236.941537147562,236.53323204497,236.137119748541,235.752665757752,235.379366105661,339.029661821691,335.620656133682,332.383155307184,329.300125888697,326.366558674982,323.577059166331,320.911194954742,318.370351952941,315.943331810125,313.618163296168,311.399977152901
760,238.993015629897,238.502312831033,238.027616389498,237.568219974598,237.123401319153,236.692482463019,236.274739935903,235.86965006035,235.476653562034,235.095220373467,234.724813395315,336.845324052314,333.490583670304,330.303595206886,327.280369776211,324.397651900161,321.649748978644,319.035686994102,316.53420424058,314.148472022709,311.865872492707,309.679234135061
770,238.30443569757,237.817608922812,237.346693489852,236.89095181662,236.44966767735,236.022113617346,235.607672446967,235.205783622386,234.815889180508,234.437453344742,234.069902825872,334.672333471892,331.382458545804,328.252807850172,325.272246784855,322.445820880983,319.747133871286,317.171380787399,314.718495753322,312.368171217432,310.126201386254,307.976559372075
780,237.61566492373,237.132708127409,236.665556721415,236.213453358014,235.775664645354,235.351476653399,234.940325587566,234.541623640825,234.154817519677,233.779307397293,233.414656510954,332.52875604073,329.286751272891,326.217762523003,323.294824353252,320.506930200583,317.859873109628,315.330158137077,312.913838302188,310.60904621147,308.397764262136,306.289002002157
790,236.926679238592,236.447601039962,235.984196676983,235.535715194701,235.101370558986,234.680565756963,234.272690171371,233.877160934885,233.493381841834,233.120829410333,232.759065459875,330.403023144118,327.224163668299,324.199360394516,321.329465581858,318.5961219278,315.985467757623,313.504066141523,311.129488975498,308.860727503621,306.692075701567,304.611889946481
800,236.237495318523,235.762278155135,235.302603852965,234.857681583719,234.426808353039,234.009371644625,233.604756919973,233.212371072885,232.831599648341,232.462010298004,232.10312059237,328.29446065421,325.173510509683,322.208111931427,319.382469066472,316.696914239036,314.137366949025,311.689474913661,309.361191045715,307.129105042963,304.996879116948,302.953480918199
810,235.548103559551,235.076729869037,234.620758226245,234.179376911183,233.751968646039,233.337884939232,232.93651646371,232.547209145732,232.169480232087,231.802840883498,231.44681273902,326.215403681309,323.144389118234,320.22895960087,317.459015297307,314.815842006258,312.300733409882,309.900502040529,307.604115421654,305.415307677264,303.314191679415,301.30831584618
820,234.858494256803,234.39094648083,233.938615799731,233.500800847528,233.076841961013,232.666096170764,232.267914564727,231.881714206485,231.5070143185,231.143311899487,230.790132641501,324.148792210556,321.138552238337,318.273049531377,315.54763991517,312.95656788272,310.480540575317,308.122902829243,305.868779915492,303.712384189747,301.651720428767,299.673558817451
830,234.16865760621,233.704891884481,233.256208509574,232.821943814915,232.401418726393,231.993988417772,231.598965730603,231.215876881588,230.844192541051,230.483413988376,230.13304067002,322.107979412238,319.145310388317,316.33670341381,313.659176913637,311.109209852234,308.681845346624,306.358974339333,304.146769553572,302.026749556044,299.999726346608,298.056926497617
840,233.478583705918,233.018554126146,232.573526676086,232.142796139083,231.725689276717,231.321503974306,230.929678946613,230.549687704021,230.181005441523,229.823137702427,229.475516977617,320.087229071478,317.179625528437,314.412911349317,311.788523402819,309.282908838304,306.894793272802,304.617335759212,302.436010374018,300.357015948813,298.360209912748,296.452799902787
850,232.788224228347,232.331948690626,231.890560521205,231.463348050087,231.049614962792,230.648686359201,230.260044643951,229.883137113579,229.517443470133,229.162409488717,228.817591327444,318.079569910648,315.23011166703,312.516289135939,309.930231687277,307.474172518963,305.125836379044,302.886986586766,300.74691901707,298.698102828426,296.739598904127,294.858947677273
