pressureTimestamp,pressure,temperatureTimestamp,temperature
8435166876,86276,8435166876,41.5
8435186884,86270.4375,8435186884,41.5
8435206872,86277.5859,8435206872,41.5
8435226876,86273.6797,8435226876,41.5
8435246880,86276.7578,8435246880,41.5
8435266872,86278.7578,8435266872,41.5
8435286880,86276.0547,8435286880,41.5
8435306868,86274.7578,8435306868,41.5
8435327684,86286.3281,8435327684,41.5
8435346884,86287.5234,8435346884,41.5
8435366872,86275.5625,8435366872,41.5
8435386880,86277.25,8435386880,41.5
8435406872,86280.7656,8435406872,41.5
8435426880,86278.5625,8435426880,41.5
8435446880,86281.0078,8435446880,41.5
8435466880,86279.7656,8435466880,41.5
8435486880,86276.125,8435486880,41.5
8435506872,86278.1484,8435506872,41.4900017
8435527684,86273.3906,8435527684,41.4900017
8435546880,86277.4453,8435546880,41.4900017
8435566872,86282.8125,8435566872,41.5
8435586876,86276,8435586876,41.5
8435606876,86266.5078,8435606876,41.4900017
8435626880,86277.4922,8435626880,41.5
8435646880,86279.0078,8435646880,41.5
8435666876,86276.3672,8435666876,41.5
8435686884,86271.1406,8435686884,41.5
8435706876,86275.4375,8435706876,41.5
8435727684,86280.4922,8435727684,41.5
8435746884,86276.6875,8435746884,41.5
8435766880,86278.3203,8435766880,41.5
8435786896,86279.4922,8435786896,41.5
8435806880,86279.6875,8435806880,41.5
8435826888,86273.6094,8435826888,41.5
8435846880,86279.25,8435846880,41.5
8435866876,86280.0781,8435866876,41.5
8435886880,86277.4453,8435886880,41.5
8435906876,86283.0859,8435906876,41.5
8435927684,86280.7656,8435927684,41.5
8435946888,86272.875,8435946888,41.5099983
8435966880,86281.9375,8435966880,41.5
8435986884,86278.9531,8435986884,41.5
8436006880,86279.6406,8436006880,41.5
8436026888,86283.7656,8436026888,41.5
8436046888,86280.6875,8436046888,41.5
8436066880,86284.5703,8436066880,41.5
8436086880,86274.4375,8436086880,41.5
8436106876,86278.8125,8436106876,41.5
8436127688,86274,8436127688,41.5
8436146880,86272.6797,8436146880,41.5
8436166876,86284.1328,8436166876,41.5
8436186884,86274,8436186884,41.5
8436206876,86286.7656,8436206876,41.5
8436226884,86278.8125,8436226884,41.5
8436246884,86279.0078,8436246884,41.5
8436266884,86273.9297,8436266884,41.5
8436286884,86283.8125,8436286884,41.5
8436306880,86272.1172,8436306880,41.5099983
8436327688,86281.7188,8436327688,41.5099983
8436346880,86288.8906,8436346880,41.5
8436366880,86281.5703,8436366880,41.5
8436386884,86280.4453,8436386884,41.5
8436406880,86277.8828,8436406880,41.5
8436426884,86272.2422,8436426884,41.5
8436446888,86277.4453,8436446888,41.5
8436466880,86278.8125,8436466880,41.5
8436486900,86277.4922,8436486900,41.5
8436506884,86273.2422,8436506884,41.5
8436527688,86286.3281,8436527688,41.5
8436546892,86279.25,8436546892,41.5
8436566880,86273.4375,8436566880,41.5
8436586884,86281.0312,8436586884,41.5099983
8436606880,86280.6406,8436606880,41.5
8436626888,86276.8047,8436626888,41.5
8436646884,86283.1328,8436646884,41.5099983
8436666888,86283.0859,8436666888,41.5
8436686888,86277.25,8436686888,41.5
8436706884,86281.5234,8436706884,41.5
8436727688,86282.5,8436727688,41.5
8436746884,86275.7578,8436746884,41.5099983
8436766884,86284.3516,8436766884,41.5099983
8436786888,86278.125,8436786888,41.5099983
8436806880,86281.0781,8436806880,41.5
8436826888,86279.125,8436826888,41.5
8436846884,86279.125,8436846884,41.5099983
8436866880,86275.8828,8436866880,41.5099983
8436886888,86271.6797,8436886888,41.5
8436906888,86286.7969,8436906888,41.5099983
8436927692,86277.125,8436927692,41.5099983
8436946888,86276.9531,8436946888,41.5099983
8436966884,86273.5625,8436966884,41.5099983
8436986888,86276,8436986888,41.5099983
8437006880,86281.0781,8437006880,41.5099983
8437026888,86277.0547,8437026888,41.5099983
8437046888,86275.7578,8437046888,41.5099983
8437066880,86280.6406,8437066880,41.5
8437086888,86286.0859,8437086888,41.5099983
8437106880,86283.2031,8437106880,41.5
8437127692,86281.9375,8437127692,41.5099983
8437146888,86282.4688,8437146888,41.5099983
8437166888,86272.8047,8437166888,41.5099983
8437186908,86282.6406,8437186908,41.5099983
8437206884,86276.25,8437206884,41.5099983
8437226888,86271.7578,8437226888,41.5099983
8437246888,86284.6953,8437246888,41.5099983
8437266884,86277.9062,8437266884,41.5099983
8437286892,86270.2422,8437286892,41.5
8437306888,86273.125,8437306888,41.5
8437327692,86273.4375,8437327692,41.5099983
8437346888,86274.7578,8437346888,41.5099983
8437366880,86283.3516,8437366880,41.5099983
8437386892,86276.1953,8437386892,41.5099983
8437406880,86275.4922,8437406880,41.5099983
8437426888,86280.5938,8437426888,41.5099983
8437446892,86277.2734,8437446892,41.5099983
8437466888,86284.2031,8437466888,41.5099983
8437486892,86281.6875,8437486892,41.5099983
8437506888,86280.3203,8437506888,41.5099983
8437527692,86283.3516,8437527692,41.5099983
8437546888,86280.375,8437546888,41.5099983
8437566884,86279.0781,8437566884,41.5099983
8437586888,86278.7578,8437586888,41.5099983
8437606884,86272.8281,8437606884,41.5099983
8437626892,86282.5,8437626892,41.5
8437646884,86273.0703,8437646884,41.5099983
8437666884,86282.4688,8437666884,41.5099983
8437686892,86274.5859,8437686892,41.5099983
8437706884,86271.6328,8437706884,41.5099983
8437727692,86284.2031,8437727692,41.5099983
8437746892,86281.5938,8437746892,41.5099983
8437766888,86272.6094,8437766888,41.5099983
8437786896,86286.6016,8437786896,41.5099983
8437806888,86272.0469,8437806888,41.5099983
8437826892,86276.3906,8437826892,41.5099983
8437846888,86278.1484,8437846888,41.5099983
8437866888,86284.2031,8437866888,41.5099983
8437886900,86272.1484,8437886900,41.5099983
8437906884,86283.9609,8437906884,41.5099983
8437927696,86280.5156,8437927696,41.5099983
8437946892,86279.1484,8437946892,41.5099983
8437966888,86279.3203,8437966888,41.5099983
8437986892,86280.5156,8437986892,41.5099983
8438006884,86275.4688,8438006884,41.5099983
8438026896,86281.7188,8438026896,41.5099983
8438046896,86280.7656,8438046896,41.5099983
8438066888,86268.1875,8438066888,41.5099983
8438086892,86276.3906,8438086892,41.5099983
8438106888,86273.8281,8438106888,41.5099983
8438127696,86284.1562,8438127696,41.5099983
8438146892,86283.0859,8438146892,41.5099983
8438166892,86279.4688,8438166892,41.5099983
8438186896,86280.7109,8438186896,41.5099983
8438206888,86275.0234,8438206888,41.5099983
8438226892,86278.8359,8438226892,41.5099983
8438246896,86271.5078,8438246896,41.5200005
8438266888,86270.3906,8438266888,41.5099983
8438286892,86280.5938,8438286892,41.5099983
8438306888,86274.7109,8438306888,41.5099983
8438327696,86283.4766,8438327696,41.5099983
8438346896,86286.9609,8438346896,41.5099983
8438366892,86275.5625,8438366892,41.5200005
8438386896,86278.6406,8438386896,41.5099983
8438406892,86277.5156,8438406892,41.5099983
8438426892,86271.7578,8438426892,41.5099983
8438446896,86278.5938,8438446896,41.5099983
8438466888,86277.7109,8438466888,41.5099983
8438486896,86282.9609,8438486896,41.5099983
8438506888,86275.5625,8438506888,41.5200005
8438527696,86274.4609,8438527696,41.5099983
8438546896,86277.4453,8438546896,41.5200005
8438566888,86280.7109,8438566888,41.5099983
8438586904,86282.4688,8438586904,41.5099983
8438606892,86282.0781,8438606892,41.5200005
8438626904,86276.5625,8438626904,41.5200005
8438646892,86274.5156,8438646892,41.5099983
8438666888,86280.7656,8438666888,41.5099983
8438686892,86281.6406,8438686892,41.5200005
8438706892,86282.6406,8438706892,41.5200005
8438727700,86278.2031,8438727700,41.5099983
8438746900,86269.9453,8438746900,41.5099983
8438766892,86273.1953,8438766892,41.5099983
8438786900,86274.0234,8438786900,41.5099983
8438806888,86276.8828,8438806888,41.5200005
8438826896,86282.3984,8438826896,41.5200005
8438846892,86278.0078,8438846892,41.5200005
8438866892,86265.0625,8438866892,41.5200005
8438886896,86277.9062,8438886896,41.5099983
8438906888,86271.8281,8438906888,41.5099983
8438927700,86278.2031,8438927700,41.5099983
8438946904,86270.6328,8438946904,41.5099983
8438966892,86281.2734,8438966892,41.5200005
8438986900,86274.7578,8438986900,41.5200005
8439006896,86278.4688,8439006896,41.5099983
8439026900,86284.4531,8439026900,41.5200005
8439046900,86275.4688,8439046900,41.5099983
8439066892,86276.9531,8439066892,41.5099983
8439086896,86269.4375,8439086896,41.5200005
8439106888,86290.9688,8439106888,41.5200005
8439127700,86283.2031,8439127700,41.5099983
8439146896,86275.8828,8439146896,41.5099983
8439166892,86275.3203,8439166892,41.5200005
8439186896,86274.0703,8439186896,41.5200005
8439206896,86280.7109,8439206896,41.5200005
8439226900,86271.7031,8439226900,41.5099983
8439246896,86275.3906,8439246896,41.5200005
8439266900,86271.0703,8439266900,41.5200005
8439286912,86274.3203,8439286912,41.5200005
8439306892,86284.6484,8439306892,41.5200005
8439327704,86276.3906,8439327704,41.5299988
8439346900,86272.2422,8439346900,41.5200005
8439366900,86275.0781,8439366900,41.5099983
8439386896,86273.0234,8439386896,41.5099983
8439406892,86272.7578,8439406892,41.5200005
8439426904,86277.0781,8439426904,41.5200005
8439446904,86274.8828,8439446904,41.5200005
8439466896,86270.5078,8439466896,41.5200005
8439486900,86284.2812,8439486900,41.5200005
8439506896,86270.0703,8439506896,41.5099983
8439527700,86273.1484,8439527700,41.5099983
8439546900,86280.5156,8439546900,41.5200005
8439566896,86277.125,8439566896,41.5200005
8439586896,86268.5078,8439586896,41.5099983
8439606892,86276.3906,8439606892,41.5200005
8439626904,86276.125,8439626904,41.5200005
8439646900,86278.3984,8439646900,41.5299988
8439666896,86279.7109,8439666896,41.5200005
8439686900,86273.6797,8439686900,41.5200005
8439706892,86274.7578,8439706892,41.5200005
8439727704,86285.6484,8439727704,41.5200005
8439746896,86275.8828,8439746896,41.5200005
8439766896,86275.5625,8439766896,41.5200005
8439786904,86281.7656,8439786904,41.5200005
8439806896,86273.5859,8439806896,41.5099983
8439826896,86278.0078,8439826896,41.5200005
8439846904,86275.2734,8439846904,41.5099983
8439866896,86281.2031,8439866896,41.5200005
8439886904,86277.8359,8439886904,41.5200005
8439906896,86275.6875,8439906896,41.5200005
8439927704,86276.2734,8439927704,41.5200005
8439946904,86267.625,8439946904,41.5200005
8439966928,86279.125,8439966928,41.5200005
8439986904,86277.3203,8439986904,41.5200005
8440006896,86278.4453,8440006896,41.5200005
8440026908,86281.9609,8440026908,41.5200005
8440046900,86273.6797,8440046900,41.5200005
8440066900,86278.2031,8440066900,41.5200005
8440086900,86286.8906,8440086900,41.5299988
8440106892,86277.8828,8440106892,41.5299988
8440127704,86279.3203,8440127704,41.5200005
8440146900,86287.6016,8440146900,41.5200005
8440166896,86278.2266,8440166896,41.5299988
8440186904,86272.875,8440186904,41.5200005
8440206896,86278.2031,8440206896,41.5200005
8440226900,86273.125,8440226900,41.5299988
8440246904,86277.9531,8440246904,41.5200005
8440266904,86272.8281,8440266904,41.5299988
8440286904,86278.9531,8440286904,41.5299988
8440306900,86277.3906,8440306900,41.5299988
8440327704,86274,8440327704,41.5200005
8440346900,86283.8359,8440346900,41.5299988
8440366892,86277.8828,8440366892,41.5299988
8440386900,86278.7578,8440386900,41.5200005
8440406896,86275.5156,8440406896,41.5200005
8440426900,86267.0703,8440426900,41.5299988
8440446908,86281.8359,8440446908,41.5200005
8440466896,86284.8906,8440466896,41.5299988
8440486908,86279.7891,8440486908,41.5299988
8440506904,86273.4375,8440506904,41.5299988
8440527708,86279.125,8440527708,41.5200005
8440546904,86283.3516,8440546904,41.5299988
8440566900,86279.4453,8440566900,41.5200005
8440586900,86275.3906,8440586900,41.5299988
8440606900,86283.5703,8440606900,41.5299988
8440626904,86278.3438,8440626904,41.5299988
8440646900,86274.5156,8440646900,41.5200005
8440666912,86286.2812,8440666912,41.5200005
8440686904,86284.8906,8440686904,41.5200005
8440706900,86271.7578,8440706900,41.5200005
8440727708,86277.4453,8440727708,41.5200005
8440746908,86278.1484,8440746908,41.5299988
8440766904,86282.3984,8440766904,41.5299988
8440786908,86278.2266,8440786908,41.5299988
8440806896,86281.5234,8440806896,41.5299988
8440826904,86284.2812,8440826904,41.5299988
8440846900,86278.5938,8440846900,41.5299988
8440866900,86272.0703,8440866900,41.5299988
8440886904,86281.7891,8440886904,41.5299988
8440906904,86278.125,8440906904,41.5200005
8440927708,86276.3906,8440927708,41.5299988
8440946908,86277.6406,8440946908,41.5299988
8440966900,86277.8359,8440966900,41.5299988
8440986908,86286.1562,8440986908,41.5299988
8441006896,86282.5703,8441006896,41.5299988
8441026912,86286.6719,8441026912,41.5299988
8441046908,86275,8441046908,41.5299988
8441066900,86268.5078,8441066900,41.5299988
8441086904,86276.6875,8441086904,41.5299988
8441106900,86279.1016,8441106900,41.5299988
8441127708,86284.2812,8441127708,41.5299988
8441146904,86279.3438,8441146904,41.5299988
8441166904,86276.6875,8441166904,41.5200005
8441186908,86281.4453,8441186908,41.5299988
8441206904,86273.8281,8441206904,41.5299988
8441226904,86280.4688,8441226904,41.5299988
8441246904,86283.5469,8441246904,41.5299988
8441266904,86278.9531,8441266904,41.5299988
8441286908,86278.5391,8441286908,41.5299988
8441306904,86285.2344,8441306904,41.5299988
8441327712,86276.3906,8441327712,41.5299988
8441346904,86275.4688,8441346904,41.5299988
8441366936,86279.4688,8441366936,41.5299988
8441386912,86279.4688,8441386912,41.5299988
8441406904,86285.0391,8441406904,41.5299988
8441426912,86281.9844,8441426912,41.5299988
8441446908,86279.8359,8441446908,41.5299988
8441466908,86279.6641,8441466908,41.5299988
8441486912,86289.2344,8441486912,41.5299988
8441506904,86281.7188,8441506904,41.5299988
8441527712,86276.2188,8441527712,41.5299988
8441546912,86271.5859,8441546912,41.5299988
8441566908,86281.1562,8441566908,41.5299988
8441586908,86271.0703,8441586908,41.5299988
8441606900,86279.6641,8441606900,41.5299988
8441626912,86282.0078,8441626912,41.5299988
8441646908,86277,8441646908,41.5299988
8441666904,86278.2266,8441666904,41.5299988
8441686912,86275.4688,8441686912,41.5299988
8441706904,86280.1562,8441706904,41.5299988
8441727712,86279.7109,8441727712,41.5299988
8441746912,86282.3516,8441746912,41.5299988
8441766908,86273.6328,8441766908,41.5299988
8441786908,86280.8359,8441786908,41.5299988
8441806904,86275.0234,8441806904,41.5299988
8441826908,86280.0781,8441826908,41.5299988
8441846904,86285.7188,8441846904,41.5299988
8441866904,86282.7188,8441866904,41.5299988
8441886908,86278.125,8441886908,41.5299988
8441906904,86281.5469,8441906904,41.5299988
8441927712,86287.0156,8441927712,41.5299988
8441946912,86281.5938,8441946912,41.5299988
8441966912,86280.6641,8441966912,41.5299988
8441986912,86275.4688,8441986912,41.5299988
8442006904,86275.2188,8442006904,41.5299988
8442026912,86275.5625,8442026912,41.5299988
8442046912,86284.4766,8442046912,41.5299988
8442066932,86286.4766,8442066932,41.5299988
8442086912,86273.5859,8442086912,41.5299988
8442106908,86278.3438,8442106908,41.5299988
8442127712,86282.2266,8442127712,41.5299988
8442146908,86270.8984,8442146908,41.5299988
8442166908,86280.7891,8442166908,41.5299988
8442186912,86279.2266,8442186912,41.5299988
8442206904,86281.1016,8442206904,41.5299988
8442226912,86282.7891,8442226912,41.5299988
8442246912,86275.2188,8442246912,41.5299988
8442266912,86277.1484,8442266912,41.5299988
8442286916,86282.0312,8442286916,41.5299988
8442306904,86286.6016,8442306904,41.5299988
8442327716,86277.5391,8442327716,41.5299988
8442346912,86289.1094,8442346912,41.5299988
8442366912,86281.7891,8442366912,41.5299988
8442386912,86284.7188,8442386912,41.5299988
8442406900,86281.2734,8442406900,41.5299988
8442426912,86277.5391,8442426912,41.5299988
8442446912,86281.0312,8442446912,41.5299988
8442466908,86280.3516,8442466908,41.5299988
8442486916,86288.9141,8442486916,41.5299988
8442506908,86280.4453,8442506908,41.5400009
8442527716,86274.8281,8442527716,41.5400009
8442546912,86278.8359,8442546912,41.5299988
8442566904,86284.1562,8442566904,41.5299988
8442586912,86287.2812,8442586912,41.5299988
8442606912,86274.0703,8442606912,41.5400009
8442626916,86271.8281,8442626916,41.5400009
8442646908,86282.0312,8442646908,41.5299988
8442666908,86275.6641,8442666908,41.5299988
8442686912,86273.9062,8442686912,41.5299988
8442706908,86283.4766,8442706908,41.5299988
8442727716,86276.9531,8442727716,41.5299988
8442746916,86272.7031,8442746916,41.5299988
8442766944,86271.5859,8442766944,41.5299988
8442786916,86269.9453,8442786916,41.5299988
8442806912,86281.1562,8442806912,41.5299988
8442826916,86282.6641,8442826916,41.5299988
8442846908,86283.5469,8442846908,41.5299988
8442866908,86278.3438,8442866908,41.5299988
8442886912,86275.8281,8442886912,41.5299988
8442906912,86287.8672,8442906912,41.5299988
8442927716,86284.9609,8442927716,41.5400009
8442946920,86275.9531,8442946920,41.5299988
8442966912,86277.9062,8442966912,41.5299988
8442986916,86277.1953,8442986916,41.5400009
8443006916,86283.7656,8443006916,41.5400009
8443026920,86277.8359,8443026920,41.5400009
8443046916,86272.1484,8443046916,41.5299988
8443066908,86276.7109,8443066908,41.5400009
8443086916,86274.7109,8443086916,41.5299988
8443106912,86274.0234,8443106912,41.5299988
8443127716,86275.7109,8443127716,41.5299988
8443146912,86276.7578,8443146912,41.5400009
8443166908,86277.7109,8443166908,41.5400009
8443186920,86277.9531,8443186920,41.5299988
8443206912,86277.8359,8443206912,41.5400009
8443226916,86275.7109,8443226916,41.5400009
8443246916,86274,8443246916,41.5400009
8443266912,86275.8281,8443266912,41.5400009
8443286920,86277.3906,8443286920,41.5400009
8443306912,86275.2734,8443306912,41.5299988
8443327720,86275.2734,8443327720,41.5400009
8443346916,86274.2656,8443346916,41.5400009
8443366908,86278.0078,8443366908,41.5400009
8443386916,86279.5156,8443386916,41.5400009
8443406908,86277.4453,8443406908,41.5400009
8443426916,86281.3984,8443426916,41.5400009
8443446920,86288.8438,8443446920,41.5400009
8443466948,86282.1562,8443466948,41.5400009
8443486920,86274.1484,8443486920,41.5400009
8443506912,86275.2734,8443506912,41.5400009
8443527720,86275.9531,8443527720,41.5400009
8443546920,86276.1484,8443546920,41.5400009
8443566912,86270.3906,8443566912,41.5400009
8443586916,86272.0703,8443586916,41.5299988
8443606912,86277.4688,8443606912,41.5299988
8443626920,86277.9062,8443626920,41.5299988
8443646916,86272.2656,8443646916,41.5299988
8443666916,86268.5781,8443666916,41.5299988
8443686920,86276.5625,8443686920,41.5400009
8443706912,86272.6562,8443706912,41.5299988
8443727720,86281.7188,8443727720,41.5400009
8443746920,86281.8359,8443746920,41.5400009
8443766912,86274.7578,8443766912,41.5400009
8443786924,86276.9531,8443786924,41.5400009
8443806916,86276.7109,8443806916,41.5400009
8443826916,86275.2734,8443826916,41.5400009
8443846916,86277.3906,8443846916,41.5400009
8443866920,86281.5938,8443866920,41.5400009
8443886920,86270.875,8443886920,41.5400009
8443906912,86279.4453,8443906912,41.5400009
8443927720,86276.1953,8443927720,41.5400009
8443946924,86279.3203,8443946924,41.5400009
8443966916,86283.1562,8443966916,41.5400009
8443986920,86287.2812,8443986920,41.5400009
8444006916,86277.6641,8444006916,41.5299988
8444026920,86280.0781,8444026920,41.5400009
8444046924,86280.2734,8444046924,41.5400009
8444066912,86279.8594,8444066912,41.5499992
8444086920,86274.3203,8444086920,41.5400009
8444106916,86280.2031,8444106916,41.5400009
8444127724,86280.0078,8444127724,41.5400009
8444146920,86276.2734,8444146920,41.5400009
8444166952,86273.9531,8444166952,41.5400009
8444186924,86273.9531,8444186924,41.5400009
8444206916,86278.1484,8444206916,41.5400009
8444226924,86283.0859,8444226924,41.5400009
8444246920,86276,8444246920,41.5400009
8444266916,86274.3203,8444266916,41.5400009
8444286920,86277.5156,8444286920,41.5400009
8444306916,86282.2031,8444306916,41.5400009
8444327724,86274.9531,8444327724,41.5400009
8444346920,86277.4453,8444346920,41.5400009
8444366916,86276.8359,8444366916,41.5400009
8444386920,86279.5938,8444386920,41.5400009
8444406916,86286.5234,8444406916,41.5400009
8444426920,86281.0781,8444426920,41.5400009
8444446928,86270.0703,8444446928,41.5400009
8444466920,86278.2031,8444466920,41.5400009
8444486928,86286.3281,8444486928,41.5400009
8444506924,86283.3047,8444506924,41.5499992
8444527724,86270.4609,8444527724,41.5499992
8444546924,86273.2656,8444546924,41.5400009
8444566916,86277.9531,8444566916,41.5400009
8444586920,86273.875,8444586920,41.5400009
8444606916,86277.4453,8444606916,41.5400009
8444626924,86283.1797,8444626924,41.5499992
8444646920,86278.2969,8444646920,41.5499992
8444666916,86278.2734,8444666916,41.5400009
8444686924,86285.625,8444686924,41.5499992
8444706920,86277.1719,8444706920,41.5499992
8444727728,86272.3125,8444727728,41.5400009
8444746920,86283.9141,8444746920,41.5499992
8444766916,86277.5156,8444766916,41.5400009
8444786928,86288.4766,8444786928,41.5400009
8444806916,86272.9531,8444806916,41.5400009
8444826924,86273.5859,8444826924,41.5499992
8444846920,86282.9609,8444846920,41.5400009
8444866932,86283.8359,8444866932,41.5400009
8444886924,86270.3125,8444886924,41.5400009
8444906916,86278.1016,8444906916,41.5499992
8444927728,86284.9844,8444927728,41.5499992
8444946928,86274.9531,8444946928,41.5400009
8444966920,86276.0781,8444966920,41.5400009
8444986928,86270.4141,8444986928,41.5499992
8445006920,86282.5938,8445006920,41.5400009
8445026928,86276.5859,8445026928,41.5499992
8445046928,86273.8516,8445046928,41.5499992
8445066920,86281.2031,8445066920,41.5400009
8445086928,86275.7578,8445086928,41.5400009
8445106916,86277.8594,8445106916,41.5499992
8445127728,86276.7109,8445127728,41.5400009
8445146928,86278.7891,8445146928,41.5499992
8445166920,86275.9531,8445166920,41.5400009
8445186928,86270.3125,8445186928,41.5400009
8445206920,86279.5391,8445206920,41.5499992
8445226924,86275.2188,8445226924,41.5499992
8445246928,86272.3438,8445246928,41.5499992
8445266924,86273.2656,8445266924,41.5400009
8445286920,86280.4219,8445286920,41.5499992
8445306920,86280.3984,8445306920,41.5400009
8445327728,86276.4453,8445327728,41.5400009
8445346924,86279.9609,8445346924,41.5400009
8445366924,86282.1094,8445366924,41.5499992
8445386924,86267.0156,8445386924,41.5499992
8445406920,86279.0312,8445406920,41.5499992
8445426928,86280.0312,8445426928,41.5499992
8445446932,86273.875,8445446932,41.5400009
8445466920,86274.2656,8445466920,41.5400009
8445486928,86274.4375,8445486928,41.5400009
8445506916,86278.2266,8445506916,41.5499992
8445527728,86277.0312,8445527728,41.5499992
8445546928,86281.0547,8445546928,41.5499992
8445566960,86279.0312,8445566960,41.5499992
8445586932,86279.3203,8445586932,41.5400009
8445606928,86277.7344,8445606928,41.5499992
8445626928,86280.6172,8445626928,41.5499992
8445646928,86283.1094,8445646928,41.5499992
8445666920,86278.5391,8445666920,41.5499992
8445686924,86276.9766,8445686924,41.5499992
8445706924,86278.4219,8445706924,41.5499992
8445727728,86276.6641,8445727728,41.5499992
8445746928,86278.6641,8445746928,41.5499992
8445766920,86280.9844,8445766920,41.5499992
8445786932,86279.4219,8445786932,41.5499992
8445806924,86285.4766,8445806924,41.5400009
8445826928,86275.1016,8445826928,41.5499992
8445846928,86273.1484,8445846928,41.5499992
8445866928,86270.6562,8445866928,41.5499992
8445886928,86279.2266,8445886928,41.5499992
8445906924,86286.3281,8445906924,41.5400009
8445927732,86272.7812,8445927732,41.5499992
8445946936,86274.5859,8445946936,41.5499992
8445966924,86271.9766,8445966924,41.5499992
8445986936,86276.9062,8445986936,41.5499992
8446006924,86280.9062,8446006924,41.5499992
8446026932,86270.1406,8446026932,41.5499992
8446046932,86276.2188,8446046932,41.5499992
8446066924,86279.9062,8446066924,41.5499992
8446086928,86271.5312,8446086928,41.5499992
8446106920,86275.2969,8446106920,41.5499992
8446127732,86276,8446127732,41.5400009
8446146928,86274.2969,8446146928,41.5499992
8446166928,86275.3438,8446166928,41.5499992
8446186932,86279.6641,8446186932,41.5499992
8446206928,86276.3438,8446206928,41.5499992
8446226932,86272.5391,8446226932,41.5499992
8446246960,86273.5391,8446246960,41.5499992
8446266928,86283.1094,8446266928,41.5499992
8446286932,86274.1484,8446286932,41.5499992
8446306928,86277.7344,8446306928,41.5499992
8446327732,86274.2969,8446327732,41.5499992
8446346928,86273.7812,8446346928,41.5499992
8446366920,86276.6641,8446366920,41.5499992
8446386932,86281.1016,8446386932,41.5499992
8446406928,86280.3516,8446406928,41.5600014
8446426936,86279.6172,8446426936,41.5499992
8446446936,86273.4141,8446446936,41.5499992
8446466928,86274.1953,8446466928,41.5600014
8446486932,86277.5391,8446486932,41.5499992
8446506924,86276.1719,8446506924,41.5499992
8446527736,86281.6641,8446527736,41.5499992
8446546932,86286.9922,8446546932,41.5499992
8446566924,86275.0234,8446566924,41.5499992
8446586932,86280.2266,8446586932,41.5499992
