Heights,Vz_closed_m26,Vz_closed_m26_4,Vz_closed_m26_8,Vz_closed_m27_2,Vz_closed_m27_6,Vz_closed_m28,Vz_closed_m28_4,Vz_closed_m28_8,Vz_closed_m29_2,Vz_closed_m29_6,Vz_closed_m30,Vz_open_m26,Vz_open_m26_4,Vz_open_m26_8,Vz_open_m27_2,Vz_open_m27_6,Vz_open_m28,Vz_open_m28_4,Vz_open_m28_8,Vz_open_m29_2,Vz_open_m29_6,Vz_open_m30
460,257.487523634052,256.909081828161,256.349799621623,255.808734963668,255.285019735813,254.777814701444,254.286359459099,253.80993978321,253.347880171374,252.899495692831,252.464226725808,399.247620166732,394.741217729261,389.630707295172,384.590649730166,380.482616553369,375.609247768619,370.790866109334,367.027764810637,362.340863471698,358.772183655583,355.196852880719
470,256.817193933586,256.242966561707,255.687738744592,255.150591359174,254.630646850237,254.127088719904,253.639165356644,253.166165363519,252.707376045896,252.262191996616,251.830026413964,396.562203162331,392.078491918615,386.957466593273,381.906823895303,377.829354760357,372.953724063054,368.119466969215,364.370560767873,359.67852502234,356.266862859669,353.204550288416
480,256.146905511485,255.576858741918,255.025667985743,254.492412620111,253.976219953076,253.476295949683,252.991889580766,252.522261599335,252.066754964935,251.624758141405,251.195683090579,393.85059358378,389.398534916608,384.275658165644,379.218457192927,375.158832817548,370.267503611147,365.429556785193,361.707708674336,357.402618372581,354.244816266791,351.218475385058
490,255.476634703717,254.91075064462,254.36357699977,253.834185604726,253.321734073294,252.825428840363,252.344501630319,251.878241519025,251.426009618383,250.987186776666,250.561162026974,391.131881266322,386.702454119557,381.56801771591,376.502114231958,372.473801053634,367.576463790111,362.720358636217,359.015997190965,355.343826537398,352.234551085523,349.257900878364
500,254.806373725305,254.244634386209,253.701446021665,253.175907830648,252.6671815873,252.174466972112,251.696997382871,251.234103397672,250.785132579276,250.349452172467,249.926451162463,388.387178102351,383.990177519796,378.853792004741,373.777267503892,369.766810001607,364.856324281717,359.997596939581,356.513050610291,353.30878101307,350.239625726892,347.304957638565
510,254.136114625855,253.578491699191,253.039272948196,252.517571602641,252.012551672162,251.523389620006,251.049381667345,250.589839732211,250.144107897155,249.711526691104,249.29156941531,385.633310586076,381.258912681343,376.109877267195,371.027505475315,367.049137314411,362.126615077498,357.752252960422,354.444015185599,351.280217528359,348.263019943685,345.370743518711
520,253.465845747367,252.912315001341,252.377050014374,251.859169091512,251.357808275009,250.872207739406,250.401646905049,249.945442907455,249.502891000572,249.073435495806,248.65650940158,382.854585854886,378.513421044129,373.361950065203,368.264177237329,364.303711120833,359.37282139287,355.643259884598,352.389928692661,349.276882900909,346.295128412485,343.45113692548
530,252.795551856545,252.246097501002,251.714769317279,251.200668167459,250.702967674732,250.220913676639,249.753785402969,249.30085654251,248.861513864104,248.435171126116,248.021263637033,380.063588044822,375.745031468509,370.580157858856,365.480057967103,361.552252731035,356.924008519528,353.563032336174,350.349278816701,347.282954028817,344.352437743769,341.543075715
540,252.125226709496,251.579831223374,251.052410854964,250.542072058967,250.048022143532,249.569499661254,249.105754775491,248.656113717037,248.219968950798,247.796726019824,247.385796691564,377.249876131462,372.965393482524,367.792829067303,362.676123409413,358.766545193916,354.802676447944,351.489513712271,348.330376013918,345.307198961807,342.417146813778,339.656859732101
550,251.454862261849,250.913506783953,250.389957945845,249.883378677865,249.392963834091,248.917937603888,248.457563063253,248.01120883377,247.578248620343,247.158076501123,246.750089537913,374.419649297566,370.157818776249,364.975813585916,359.856670512295,356.118626975986,352.70222435019,349.438599461306,346.318810206629,343.348130152361,340.502726553407,337.778404670848
560,250.784450332072,250.24709098644,249.727415851019,249.224580100759,248.737778948277,248.2662101473,247.809215350779,247.366134174245,246.936342014196,246.519182264964,246.114169093758,371.569944878349,367.343065304472,362.146880666344,357.51847874542,353.984150787671,350.610639257308,347.401290705086,344.334596823535,341.399738209924,338.60171118922,335.921769792336
570,250.113967765212,249.580594541365,249.064776572066,248.565668288869,248.082425003929,247.614333104532,247.160703841502,246.720881919884,246.294185601789,245.88007943343,245.478027758702,368.698257494081,364.494116625241,359.293629103456,355.338773909569,351.863021348763,348.54696855868,345.37928431873,342.358866041532,339.475590010752,336.713588779879,334.076799315064
580,249.4434062468,248.914009376651,248.402031992074,247.906601156575,247.42692826294,246.962298601083,246.512020636913,246.075395717766,245.651825585463,245.240760327925,244.841657840182,365.811513316135,361.638642904865,356.786579540237,353.189221740295,349.759003654462,346.490881417375,343.378440519449,340.402524687995,337.559553167718,334.846725768884,332.245332411955
590,248.77276495004,248.247327298256,247.739157475745,247.247390240082,246.771280773199,246.310098658488,245.863126793677,245.42970055781,245.009254208158,244.6012171764,244.205045556645,362.895991086526,358.750589157854,354.591113001073,351.046941506251,347.675733785387,344.458503475534,341.385746683793,338.462651260183,335.664956257393,332.988253468665,330.433576452801
600,248.1020356051,247.580539997263,247.076133535446,246.588035682796,246.115474476385,245.657712383236,245.214015180714,244.783799261758,244.366463617944,243.961442116767,243.568122981025,359.971115590187,356.083253109019,352.419525304052,348.929628625834,345.602071381508,342.439910811355,339.420818950101,336.533852132922,333.783937382032,331.151575895097,328.630369705501
610,247.431209823743,246.913599748953,246.412973479721,245.928529346804,245.459501212963,245.005099453911,244.56470298518,244.137683897462,243.723445871515,243.321366031032,242.930944472824,357.669187933749,353.870967447124,350.256051902301,346.826322911187,343.55695707933,340.436791608121,337.464945855666,334.629706575663,331.915657182216,329.32710765804,326.847945524382
620,246.760259791467,246.246531132867,245.749669091509,245.268862990681,244.803304016836,244.352291841898,243.915182194437,243.491346439932,243.080150100912,242.681029682704,242.29350221031,355.410468439794,351.676800340081,348.124051781366,344.740048734006,341.52025383352,338.455730371588,335.528037845203,332.734314091479,330.069364534841,327.515492813803,325.077605360227
630,246.08917461784,245.579326071173,245.086212047702,244.609001755053,244.146912717056,243.69928145389,243.265444701401,242.8447555602,242.436582741802,242.040433728394,241.655788284133,353.180213764588,349.497314314785,346.000248460503,342.675985257744,339.50657766438,336.483562195411,333.608811775095,330.859378007224,328.232014201998,325.724611655581,323.318995802223
640,245.417961350252,244.911976159481,244.422589557716,243.948934506902,243.490324825531,243.046060100371,242.615479827191,242.19788094829,241.792760211902,241.399570177345,241.01779469964,350.962895103229,347.343904454504,343.900445035594,340.620784858042,337.508427323325,334.537869174044,331.699495400321,328.999551241925,326.414985456923,323.942743139153,321.581011658775
650,244.746611503671,244.244472889596,243.75874985768,243.288677236261,242.833532070066,242.392619499009,241.965218465812,241.550755903181,241.148674438448,240.758430952326,240.37948520318,348.766270826308,345.19911311928,341.817005015463,338.595737134498,335.524210824103,332.603291362332,329.816606245997,327.150843615768,324.611980173017,322.179778385056,319.852009428222
660,244.075116486388,243.576777070515,243.094727110568,242.628221588123,242.176526083836,241.738907596495,241.314711727687,240.903372269538,240.504317260929,240.116999339666,239.740830308227,346.590917681332,343.084787525708,339.74864746564,336.580140621484,333.564439611112,330.685641326042,327.943026713935,325.326133939369,322.819821342431,320.43094385193,318.139509108485
670,243.403462190862,242.908888255162,242.430512878563,241.967559110865,241.519280170026,241.084936553164,240.663951374386,240.255721802898,239.859680433197,239.47520870677,239.101868395437,344.427779629193,340.981515177431,337.705594988865,334.585111424218,331.614215078529,328.788295206994,326.087423977051,323.510830338601,321.050609835677,318.691522656753,316.442179238426
680,242.731601926257,242.240815276248,241.766098625055,241.306681259482,240.86175856365,240.430717203859,240.012929076868,239.607796171844,239.214695118487,238.833114737822,238.462591322736,342.29469396856,338.89931855407,335.672167569655,332.608898864563,329.687518762723,326.900721646597,324.249770374713,321.713003583164,319.290787806976,316.97509794696,314.754119030829
690,242.059565272064,241.572549512129,241.101475718004,240.645526760609,240.203994314902,239.776241134374,239.361636417704,238.959551590289,238.569397762742,238.190709206905,237.822990863777,340.171102025203,336.837550191535,333.665467119822,330.643401151023,327.775443224875,325.037583290858,322.421972887701,319.93221745788,317.546743449801,315.267953420163,313.085615153423
700,241.387343521742,240.904082243494,240.436612605034,239.984127855284,239.545978923896,239.121499840574,238.710056108974,238.310976548053,237.923792719942,237.547983802649,237.183058709229,338.074018706995,334.787055487954,331.6724565405,328.706199719255,325.876707847857,323.186762548123,320.617898701196,318.161250695195,315.819973296134,313.573984937241,311.428382406031
710,240.71492786862,240.235404656468,239.771485187761,239.322483759271,238.887703799142,238.466484730388,238.058125934798,237.66209798592,237.277871592836,236.904930129541,236.542771066273,335.993080816462,332.766581161624,329.695827451256,326.779096653892,324.002251599742,321.350025578528,318.825356451455,316.412055372697,314.10288866785,311.898405326021,309.781066680681
720,240.042309409159,239.56645766908,239.106118926007,238.660585793149,238.229160259617,237.81113771521,237.405896716328,237.012907419916,236.631625898799,236.261539709023,235.902070558956,333.92836829332,330.756386365411,327.742809977305,324.870998316338,322.138016341665,319.535314372913,317.046168935459,314.674793161591,312.404701455147,310.232302022199,308.153917700709
730,239.369462601156,238.897271440744,238.440505051927,237.998425186234,237.57032192888,237.155477384747,236.753359882045,236.363396279377,235.985047070947,235.617735724277,235.261010803582,331.889828096202,328.767725345721,325.800353327532,322.98240187871,320.293425096761,317.730811875001,315.28816058763,312.94903502188,310.719755016769,308.581559645252,306.535979420938
740,238.696353981009,238.227844274398,237.774634704538,237.335993078427,236.91114650849,236.499514151382,236.100506772341,235.713555908094,235.33808700003,234.973566266822,234.619583319089,329.862030957418,326.798532907807,323.882093165402,321.104478557438,318.466092170085,315.945054485553,313.540238596559,311.244706267362,309.044662786617,306.946040496864,304.929411340923
750,238.023011537502,237.558167218218,237.108498931659,236.673230048645,236.25167324126,235.843239265676,235.447328640688,235.063368737178,234.690738269782,234.329032118184,233.977779540018,327.860370597606,324.840366491686,321.979053168164,319.251319894511,316.649400946248,314.175787658696,311.80900279502,309.550255602165,307.390024842331,305.32008126909,303.340535745834
760,237.349426227534,236.888231227246,236.44207494139,236.010159390424,235.59189328707,235.186643889813,234.793816654612,234.412768293394,234.043028153027,233.684124623628,233.335590817054,325.874613766604,322.91108974255,320.089017394159,317.411110122778,314.856432810904,312.417015577294,310.094630641065,307.869583154719,305.746023177275,303.710325859194,301.760885871248
770,236.675588912774,236.218027165104,235.775315577073,235.34678737242,234.931797715868,234.529719098599,234.139912521392,233.761810049502,233.39494790469,233.038835043371,232.693008417418,323.903524778898,320.993274120755,318.224654092322,315.584438397417,313.075693646298,310.679722307228,308.390517422119,306.207009611332,304.112292863065,302.113867625296,300.192909916966
780,236.001490361473,235.547507177009,235.108260562674,234.683104971432,234.271377508703,233.872442946698,233.485630966957,233.110485169017,232.746488693385,232.393154552971,232.049992207129,321.959140765007,319.092677366567,316.371285635082,313.781116587433,311.307558055465,308.955127766916,306.704767598947,304.554393684725,302.498531947568,300.526953106362,298.641225167899
790,235.327121249993,234.876674043144,234.440900780982,234.019103073741,233.610623558555,233.214759691772,232.830986567487,232.458784727815,232.097641601818,231.747074243577,231.406515898564,320.026186963001,317.214416047285,314.535657674968,311.988666499839,309.561893454942,307.241171552625,305.033077802341,302.916419021045,300.894381280608,298.955971408268,297.098696054931
800,234.65241294126,234.205542161464,233.77322702254,233.35477247598,232.94948183033,232.556717696859,232.175970304987,231.80669971455,231.448397627037,231.100508071835,230.762617872681,318.114139565565,315.347578754911,312.719953450946,310.212938166254,307.826874723073,305.549788275512,303.371695483218,301.294516435781,299.300750525348,297.397402414638,295.567200392841
810,233.977409799487,233.534102225854,233.105229986559,232.690101112019,232.287960778818,231.898307848968,231.520573072858,231.15422103091,230.798707130262,230.453521712797,230.118289193558,316.221641890452,313.502205752244,310.915527749271,308.456243410031,306.106421226705,303.868811391155,301.728968747046,299.682544721116,297.725663089859,295.848275532871,294.051487864107
820,233.302104953099,232.862344837073,232.436900281626,232.025015947765,231.626076214753,231.239520945041,230.864785676158,230.501337556626,230.148564805438,229.806107068519,229.473520838326,314.340995797781,311.673828924064,309.131502495596,306.710574689748,304.405269135661,302.199428518757,300.098779544923,298.084911497118,296.16010067804,294.313907580426,292.544789253529
830,232.626488903427,232.190260503508,231.768202659159,231.359571960933,230.963818837428,230.580347692241,230.208598831738,229.847968873975,229.497996818284,229.158255020612,228.828303697062,312.485037258932,309.857135495725,307.363529035413,304.983053636351,302.714812303555,300.550477391973,298.478838568458,296.502414718806,294.604327239048,292.79192451218,291.047726001189
840,231.950552057568,231.517839641722,231.099110741477,230.693759751987,230.301179254839,229.920778708088,229.551969161493,229.194177421473,228.846993953582,228.509956362364,228.18262857257,310.643669642517,308.064066030863,305.606959413987,303.271857057787,301.039406049715,298.911836393817,296.876714968718,294.929731666778,293.066599257015,291.279211112881,289.56666614606
850,231.27428472898,230.845028829771,230.429655561642,230.027569828495,229.638147983837,229.260804520456,228.894881214304,228.539953885752,228.195546906468,227.861201798511,227.536486180063,308.814618092557,306.284539554635,303.871701722093,301.571704447702,299.381497666728,297.284574117147,295.286666804206,293.370144516399,291.538235823968,289.779369058567,288.094419904456
